# Source: 2015 year from 2019 IEA energy balances
# Composite regions (Other Africa, Other Latin America, Other Asia) downscaled to the countries on the basis of population
# Middle East nations rail energy re-set from 0 to values shown assuming 2 tonnes of fuel per km of rail per year
iso,FLOW,PRODUCT,value
srb,AVBUNK,Total,64
srb,ROAD,Total,1916
srb,RAIL,Total,39
srb,DOMESNAV,Total,8
ssd,AVBUNK,Total,62
ssd,DOMESAIR,Total,15
ssd,ROAD,Total,330
stp,MARBUNK,Total,0.29
stp,AVBUNK,Total,0.65
stp,DOMESAIR,Total,0.09
stp,ROAD,Total,4.57
stp,RAIL,Total,0.05
stp,DOMESNAV,Total,0
sur,MARBUNK,Total,52
sur,ROAD,Total,147
svk,AVBUNK,Total,43
svk,DOMESAIR,Total,0
svk,ROAD,Total,2005
svk,RAIL,Total,44
svn,MARBUNK,Total,62
svn,AVBUNK,Total,26
svn,DOMESAIR,Total,1
svn,ROAD,Total,1748
svn,RAIL,Total,25
swe,MARBUNK,Total,1809
swe,AVBUNK,Total,739
swe,DOMESAIR,Total,133
swe,ROAD,Total,7385
swe,RAIL,Total,225
swe,DOMESNAV,Total,66
swz,MARBUNK,Total,1.61
swz,AVBUNK,Total,3.61
swz,DOMESAIR,Total,0.48
swz,ROAD,Total,25.29
swz,RAIL,Total,0.27
swz,DOMESNAV,Total,0.03
syc,MARBUNK,Total,0.14
syc,AVBUNK,Total,0.31
syc,DOMESAIR,Total,0.04
syc,ROAD,Total,2.18
syc,RAIL,Total,0.02
syc,DOMESNAV,Total,0
syr,MARBUNK,Total,179
syr,AVBUNK,Total,7
syr,DOMESAIR,Total,68
syr,ROAD,Total,1838
syr,RAIL,Total,4
tca,MARBUNK,Total,2.65
tca,AVBUNK,Total,4.18
tca,DOMESAIR,Total,0.38
tca,ROAD,Total,12.11
tca,DOMESNAV,Total,0.07
tcd,MARBUNK,Total,20.57
tcd,AVBUNK,Total,46.16
tcd,DOMESAIR,Total,6.11
tcd,ROAD,Total,323.21
tcd,RAIL,Total,3.46
tcd,DOMESNAV,Total,0.34
tgo,MARBUNK,Total,19
tgo,AVBUNK,Total,88
tgo,ROAD,Total,493
tha,MARBUNK,Total,1165
tha,AVBUNK,Total,3956
tha,DOMESAIR,Total,862
tha,ROAD,Total,22692
tha,RAIL,Total,92
tha,DOMESNAV,Total,151
tjk,MARBUNK,Total,0
tjk,AVBUNK,Total,47
tjk,ROAD,Total,444
tjk,RAIL,Total,3
tjk,DOMESNAV,Total,0
tkm,MARBUNK,Total,0
tkm,AVBUNK,Total,483
tkm,ROAD,Total,2640
tkm,RAIL,Total,28
tkm,DOMESNAV,Total,0
tls,MARBUNK,Total,6.19
tls,AVBUNK,Total,6.52
tls,DOMESAIR,Total,5.16
tls,ROAD,Total,83.44
tls,DOMESNAV,Total,5.08
ton,MARBUNK,Total,0.52
ton,AVBUNK,Total,0.55
ton,DOMESAIR,Total,0.43
ton,ROAD,Total,7.03
ton,DOMESNAV,Total,0.43
tto,MARBUNK,Total,495
tto,AVBUNK,Total,255
tto,DOMESAIR,Total,121
tto,ROAD,Total,1007
tun,MARBUNK,Total,3
tun,AVBUNK,Total,210
tun,DOMESAIR,Total,3
tun,ROAD,Total,2124
tun,RAIL,Total,25
tun,DOMESNAV,Total,0
tur,MARBUNK,Total,836
tur,AVBUNK,Total,3563
tur,DOMESAIR,Total,1219
tur,ROAD,Total,22327
tur,RAIL,Total,206
tur,DOMESNAV,Total,277
twn,MARBUNK,Total,1052
twn,AVBUNK,Total,2721
twn,DOMESAIR,Total,92
twn,ROAD,Total,12105
twn,RAIL,Total,139
twn,DOMESNAV,Total,127
tza,MARBUNK,Total,54
tza,AVBUNK,Total,111
tza,DOMESAIR,Total,51
tza,ROAD,Total,1848
tza,DOMESNAV,Total,0
uga,MARBUNK,Total,55.72
uga,AVBUNK,Total,125.05
uga,DOMESAIR,Total,16.55
uga,ROAD,Total,875.54
uga,RAIL,Total,9.38
uga,DOMESNAV,Total,0.92
ukr,MARBUNK,Total,0
ukr,AVBUNK,Total,124
ukr,DOMESAIR,Total,0
ukr,ROAD,Total,6423
ukr,RAIL,Total,658
ukr,DOMESNAV,Total,48
ury,MARBUNK,Total,177
ury,AVBUNK,Total,96
ury,DOMESAIR,Total,6
ury,ROAD,Total,1231
ury,RAIL,Total,0
ury,DOMESNAV,Total,2
usa,MARBUNK,Total,17006
usa,AVBUNK,Total,23702
usa,DOMESAIR,Total,53251
usa,ROAD,Total,525019
usa,RAIL,Total,12587
usa,DOMESNAV,Total,8197
uzb,MARBUNK,Total,0
uzb,AVBUNK,Total,0
uzb,DOMESAIR,Total,113
uzb,ROAD,Total,1167
uzb,RAIL,Total,101
uzb,DOMESNAV,Total,0
vct,MARBUNK,Total,8.05
vct,AVBUNK,Total,12.67
vct,DOMESAIR,Total,1.16
vct,ROAD,Total,36.73
vct,DOMESNAV,Total,0.21
ven,MARBUNK,Total,880
ven,AVBUNK,Total,730
ven,ROAD,Total,15442
ven,RAIL,Total,0
vgb,MARBUNK,Total,2.15
vgb,AVBUNK,Total,3.38
vgb,DOMESAIR,Total,0.31
vgb,ROAD,Total,9.81
vgb,DOMESNAV,Total,0.06
vnm,MARBUNK,Total,272
vnm,AVBUNK,Total,689
vnm,DOMESAIR,Total,572
vnm,ROAD,Total,10334
vnm,RAIL,Total,0
vnm,DOMESNAV,Total,67
vut,MARBUNK,Total,1.4
vut,AVBUNK,Total,1.48
vut,DOMESAIR,Total,1.17
vut,ROAD,Total,18.91
vut,DOMESNAV,Total,1.15
wsm,MARBUNK,Total,1
wsm,AVBUNK,Total,1.05
wsm,DOMESAIR,Total,0.84
wsm,ROAD,Total,13.5
wsm,DOMESNAV,Total,0.82
yem,MARBUNK,Total,129
yem,AVBUNK,Total,13
yem,ROAD,Total,1049
zaf,MARBUNK,Total,3454
zaf,AVBUNK,Total,1450
zaf,DOMESAIR,Total,524
zaf,ROAD,Total,17136
zaf,RAIL,Total,394
zaf,DOMESNAV,Total,2
zmb,AVBUNK,Total,39
zmb,DOMESAIR,Total,0
zmb,ROAD,Total,433
zmb,RAIL,Total,18
zmb,DOMESNAV,Total,0
zwe,AVBUNK,Total,29
zwe,ROAD,Total,827
zwe,RAIL,Total,53
