"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,23075,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,21233,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,23803,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,24072,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,24593,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,27489,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,27543,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,26112,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,25483,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,25587,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,25220,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,26243,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,25316,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,25595,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,26475,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,28094,"E","Estimated value"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,29730,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,30119,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,29468,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,29433,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,32339,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,37406,"B","Break"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,38541,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,39976,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,41276,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,41729,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,43762,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,45079,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,45766,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,45049,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,45690,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,44493,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,49901,"B","Break"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,49842,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,49955,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,43350,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,45747,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,46693,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,44979,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,45833,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,47787,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,48256,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,49887,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,51074,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,50656.241,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,9653,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,10086,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,10613,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,11332,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,11287,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,11344,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,13427,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,13669,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,13680,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,10701,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,9470,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,8672,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,8581,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,8870,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,9914,"B","Break"
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,11079,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,11849,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,11969,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,12277,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,12755,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,13155,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,13246,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,13901,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,13328,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,14627,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,14420,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,14650,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,15518,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,16087,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,16635,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,17715,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,17543,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,18066,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,18151,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,17940,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,18150,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,18251,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,18203,"B","Break"
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,16790,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,15593,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,16360,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,17904,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,17648,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,17409,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,17811.762,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,17185.434,,
"DNK","Denmark","T-GOODS-TOT-INLD","Total inland freight transport","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,17544.238,,
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
"IRL","Ireland","T-GOODS-IW-TOT","Inland waterways freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,,"M","Missing value; data cannot exist"
