Country;Date;Frequency;Fuel type;Type of vehicle;Value
Moldova, Republic of;2013;Annual;Diesel;New motor coaches, buses and trolley buses;107.0
Moldova, Republic of;2015;Annual;Diesel;New motor coaches, buses and trolley buses;75.0
Moldova, Republic of;2011;Annual;Diesel;New light goods vehicles;10172.0
Moldova, Republic of;2013;Annual;Diesel;New light goods vehicles;6978.0
Serbia;2014;Annual;Total;New motor coaches, buses and trolley buses;72.0
Serbia;2010;Annual;Total;New light goods vehicles;2275.0
Serbia;2014;Annual;Total;New light goods vehicles;3360.0
Moldova, Republic of;1999;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Moldova, Republic of;2000;Annual;Alternative (total);New motor coaches, buses and trolley buses;2.0
Moldova, Republic of;2012;Annual;Alternative (total);New motor coaches, buses and trolley buses;8.0
Moldova, Republic of;2004;Annual;Alternative (total);New light goods vehicles;1.0
Moldova, Republic of;2014;Annual;Alternative (total);New light goods vehicles;49.0
Serbia;2009;Annual;Diesel;New passenger cars;7791.0
Moldova, Republic of;1998;Annual;- Electricity;New passenger cars;0.0
Moldova, Republic of;2004;Annual;- Electricity;New passenger cars;0.0
Moldova, Republic of;2005;Annual;- Electricity;New passenger cars;1.0
Moldova, Republic of;2007;Annual;- Electricity;New passenger cars;2.0
Moldova, Republic of;2009;Annual;- Electricity;New passenger cars;0.0
Moldova, Republic of;1996;Annual;- LPG;New passenger cars;0.0
Moldova, Republic of;1998;Annual;- LPG;New passenger cars;20.0
Moldova, Republic of;2011;Annual;- LPG;New passenger cars;30.0
Moldova, Republic of;2013;Annual;- LPG;New passenger cars;1555.0
Serbia;2009;Annual;- Electricity;New passenger cars;52.0
Serbia;2010;Annual;- Electricity;New passenger cars;9.0
Moldova, Republic of;1996;Annual;- LPG;New motor coaches, buses and trolley buses;1.0
Moldova, Republic of;1998;Annual;- LPG;New light goods vehicles;2.0
Moldova, Republic of;2007;Annual;- LPG;New light goods vehicles;26.0
Romania;1997;Annual;Total;New passenger cars;125142.0
Romania;2004;Annual;Total;New passenger cars;149290.0
Romania;2006;Annual;Total;New passenger cars;312515.0
Romania;2007;Annual;Total;New passenger cars;436349.0
Romania;2012;Annual;Total;New passenger cars;242025.0
Romania;2015;Annual;Total;New passenger cars;332223.0
Romania;1998;Annual;Total;New motor coaches, buses and trolley buses;476.0
Romania;2002;Annual;Total;New motor coaches, buses and trolley buses;598.0
Romania;2004;Annual;Total;New motor coaches, buses and trolley buses;1284.0
Romania;2006;Annual;Total;New motor coaches, buses and trolley buses;2229.0
Romania;2009;Annual;Total;New motor coaches, buses and trolley buses;1586.0
Romania;2012;Annual;Total;New motor coaches, buses and trolley buses;2536.0
Romania;2013;Annual;Total;New motor coaches, buses and trolley buses;1809.0
Romania;2015;Annual;Total;New motor coaches, buses and trolley buses;3777.0
Serbia;2009;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Romania;1993;Annual;Total;New light goods vehicles;21606.0
Romania;1994;Annual;Total;New light goods vehicles;25461.0
Romania;1996;Annual;Total;New light goods vehicles;21700.0
Romania;1997;Annual;Total;New light goods vehicles;19381.0
Romania;2002;Annual;Total;New light goods vehicles;18702.0
Romania;2008;Annual;Total;New light goods vehicles;68988.0
Romania;2010;Annual;Total;New light goods vehicles;25084.0
Romania;2012;Annual;Total;New light goods vehicles;56470.0
Romania;2013;Annual;- Diesel (excluding hybrids);New road tractors;9326.0
Romania;2009;Annual;Alternative (total);New passenger cars;192.0
Romania;2010;Annual;Alternative (total);New passenger cars;258.0
Romania;2012;Annual;- Compressed natural gas (CNG);New light goods vehicles;10.0
Romania;2011;Annual;- LPG;New motor coaches, buses and trolley buses;12.0
Russian Federation;1998;Annual;Total;New passenger cars;1187932.0
Russian Federation;1994;Annual;Total;New motor coaches, buses and trolley buses;8818.0
Russian Federation;1995;Annual;Total;New motor coaches, buses and trolley buses;5639.0
Slovakia;1999;Annual;Total;New passenger cars;58152.0
Slovakia;2000;Annual;Total;New passenger cars;54352.0
Slovakia;2007;Annual;Total;New passenger cars;146292.0
Slovakia;2014;Annual;Total;New passenger cars;125813.0
Slovakia;2016;Annual;Total;New passenger cars;151870.0
Slovakia;2001;Annual;Total;New motor coaches, buses and trolley buses;326.0
Slovakia;2002;Annual;Total;New motor coaches, buses and trolley buses;351.0
Slovakia;2004;Annual;Total;New motor coaches, buses and trolley buses;332.0
Slovakia;2005;Annual;Total;New motor coaches, buses and trolley buses;358.0
Slovakia;2009;Annual;Total;New motor coaches, buses and trolley buses;1010.0
Slovakia;2013;Annual;Total;New motor coaches, buses and trolley buses;505.0
Slovakia;2015;Annual;Total;New motor coaches, buses and trolley buses;662.0
Slovakia;1999;Annual;Total;New road tractors;528.0
Slovakia;2010;Annual;Total;New road tractors;2973.0
Slovakia;2011;Annual;Total;New road tractors;4255.0
Slovakia;2014;Annual;Total;New road tractors;4380.0
Slovakia;2015;Annual;Total;New road tractors;5186.0
Slovenia;1995;Annual;Total;New passenger cars;61700.0
Slovenia;1997;Annual;Total;New passenger cars;64357.0
Slovenia;1998;Annual;Total;New passenger cars;71022.0
Slovenia;1999;Annual;Total;New passenger cars;81869.0
Slovenia;2001;Annual;Total;New passenger cars;55432.0
Slovenia;2006;Annual;Total;New passenger cars;59885.0
Slovenia;2008;Annual;Total;New passenger cars;71037.0
Slovenia;2009;Annual;Total;New passenger cars;57391.0
Slovenia;2011;Annual;Total;New passenger cars;59813.0
Slovenia;1994;Annual;Total;New road tractors;216.0
Slovenia;1998;Annual;Total;New road tractors;283.0
Slovenia;2009;Annual;Total;New road tractors;304.0
Slovenia;2012;Annual;Total;New road tractors;726.0
Slovenia;2015;Annual;- Diesel (excluding hybrids);New passenger cars;31031.0
Slovenia;2017;Annual;- Diesel (excluding hybrids);New passenger cars;32410.0
Slovenia;2014;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;92.0
Slovenia;2015;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;170.0
Slovenia;1995;Annual;Alternative (total);New passenger cars;43.0
Slovenia;2005;Annual;Alternative (total);New passenger cars;18.0
Slovenia;2010;Annual;Alternative (total);New passenger cars;5.0
Slovenia;2011;Annual;Alternative (total);New passenger cars;1.0
San Marino;2003;Annual;Petrol;New road tractors;0.0
San Marino;2004;Annual;Petrol;New road tractors;0.0
Slovenia;2015;Annual;- Electricity;New road tractors;0.0
Slovenia;1995;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Slovenia;1999;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Slovenia;2000;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Slovenia;2001;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Slovenia;1997;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Slovenia;1999;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Slovenia;1996;Annual;- LPG;New passenger cars;31.0
Slovenia;1998;Annual;- LPG;New passenger cars;134.0
Slovenia;1999;Annual;- LPG;New passenger cars;296.0
Slovenia;2001;Annual;- LPG;New passenger cars;222.0
Slovenia;2016;Annual;- LPG;New passenger cars;290.0
Slovenia;2017;Annual;- LPG;New road tractors;0.0
Spain;1993;Annual;Total;New light goods vehicles;162452.0
Spain;1997;Annual;Total;New light goods vehicles;236356.0
Spain;1998;Annual;Total;New light goods vehicles;267650.0
Spain;2017;Annual;Total;New light goods vehicles;176956.0
Spain;2008;Annual;Total;New road tractors;16339.0
Spain;2016;Annual;Total;New road tractors;20858.0
Spain;1994;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Spain;1997;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Spain;2007;Annual;Petrol;New motor coaches, buses and trolley buses;42.0
Spain;2016;Annual;Petrol;New motor coaches, buses and trolley buses;6.0
Spain;1996;Annual;Petrol;New light goods vehicles;20322.0
Spain;1997;Annual;Petrol;New light goods vehicles;21893.0
Spain;2008;Annual;Petrol;New light goods vehicles;7134.0
Spain;2012;Annual;Petrol;New light goods vehicles;2834.0
Spain;2015;Annual;Petrol;New light goods vehicles;3081.0
Spain;2013;Annual;Petrol;New road tractors;15.0
Spain;2014;Annual;- Petrol (excluding hybrids);New passenger cars;288860.0
Spain;2015;Annual;- Petrol (excluding hybrids);New passenger cars;387540.0
Spain;2017;Annual;- Hybrid electric-petrol;New passenger cars;55220.0
Spain;1994;Annual;Diesel;New light goods vehicles;140737.0
Spain;1997;Annual;Diesel;New light goods vehicles;214463.0
Spain;2001;Annual;Diesel;New light goods vehicles;266796.0
Spain;2006;Annual;Diesel;New light goods vehicles;382557.0
Spain;2015;Annual;Diesel;New light goods vehicles;148258.0
Spain;1999;Annual;Diesel;New road tractors;18384.0
Spain;2008;Annual;Diesel;New road tractors;16293.0
Spain;2015;Annual;- Diesel (excluding hybrids);New passenger cars;694123.0
Spain;2015;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;2836.0
Spain;2016;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;3365.0
Serbia;2006;Annual;Total;New passenger cars;25530.0
Serbia;2007;Annual;Total;New passenger cars;32684.0
Serbia;2009;Annual;Total;New passenger cars;29475.0
Serbia;2013;Annual;Total;New passenger cars;11694.0
Serbia;2010;Annual;Total;New road tractors;72.0
Spain;2016;Annual;- Hybrid electric-diesel;New passenger cars;66.0
Spain;2017;Annual;- Hybrid electric-diesel;New passenger cars;207.0
Spain;1993;Annual;- Electricity;New light goods vehicles;121458.0
Spain;2014;Annual;- Electricity;New light goods vehicles;390.0
Serbia;2013;Annual;Diesel;New light goods vehicles;1858.0
Serbia;2014;Annual;Diesel;New light goods vehicles;2451.0
Spain;2014;Annual;- Compressed natural gas (CNG);New passenger cars;127.0
Spain;2002;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Spain;2015;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;68.0
Spain;2016;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;264.0
Serbia;2010;Annual;Alternative (total);New passenger cars;3194.0
Serbia;2009;Annual;Alternative (total);New light goods vehicles;248.0
Spain;2016;Annual;- Liquefied natural gas (LNG);New road tractors;58.0
Serbia;2009;Annual;- Electricity;New light goods vehicles;1.0
Serbia;2010;Annual;- Electricity;New light goods vehicles;4.0
Spain;2017;Annual;- LPG;New lorries (vehicle wt over 3500 kg);6.0
Spain;2014;Annual;- LPG;New light goods vehicles;126.0
Spain;2015;Annual;- LPG;New light goods vehicles;233.0
Spain;2017;Annual;- LPG;New light goods vehicles;637.0
Slovakia;1993;Annual;Total;New light goods vehicles;4085.0
Slovakia;1997;Annual;Total;New light goods vehicles;7980.0
Slovakia;2004;Annual;Total;New light goods vehicles;13852.0
Slovakia;2009;Annual;Total;New light goods vehicles;24586.0
Slovakia;2013;Annual;Total;New light goods vehicles;12681.0
Slovenia;2008;Annual;Total;New motor coaches, buses and trolley buses;197.0
Slovenia;2013;Annual;Total;New motor coaches, buses and trolley buses;154.0
Slovenia;2018;Annual;Total;New motor coaches, buses and trolley buses;181.0
Sweden;1997;Annual;Total;New motor coaches, buses and trolley buses;1186.0
Sweden;1998;Annual;Total;New motor coaches, buses and trolley buses;1081.0
Sweden;2002;Annual;Total;New motor coaches, buses and trolley buses;1238.0
Sweden;2005;Annual;Total;New motor coaches, buses and trolley buses;1198.0
Sweden;2007;Annual;Total;New motor coaches, buses and trolley buses;962.0
Sweden;2012;Annual;Total;New motor coaches, buses and trolley buses;1712.0
Sweden;2015;Annual;Total;New motor coaches, buses and trolley buses;1423.0
Sweden;2017;Annual;Total;New motor coaches, buses and trolley buses;1373.0
Sweden;1993;Annual;Total;New light goods vehicles;8504.0
Sweden;1994;Annual;Total;New light goods vehicles;10423.0
Sweden;2000;Annual;Total;New light goods vehicles;37585.0
Sweden;2001;Annual;Total;New light goods vehicles;34803.0
Sweden;2007;Annual;Total;New light goods vehicles;51180.0
Sweden;2008;Annual;Total;New light goods vehicles;45427.0
Sweden;2009;Annual;Total;New light goods vehicles;32157.0
Sweden;2014;Annual;Petrol;New passenger cars;126019.0
Sweden;2017;Annual;Petrol;New passenger cars;191048.0
Sweden;1993;Annual;Petrol;New motor coaches, buses and trolley buses;95.0
Sweden;1995;Annual;Petrol;New motor coaches, buses and trolley buses;119.0
Sweden;1999;Annual;Petrol;New motor coaches, buses and trolley buses;12.0
Sweden;2001;Annual;Petrol;New motor coaches, buses and trolley buses;4.0
Sweden;2002;Annual;Petrol;New motor coaches, buses and trolley buses;2.0
Sweden;2010;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Sweden;2011;Annual;Petrol;New motor coaches, buses and trolley buses;1.0
Sweden;2017;Annual;Petrol;New motor coaches, buses and trolley buses;2.0
Slovenia;1996;Annual;Total;New light goods vehicles;3658.0
Slovenia;1999;Annual;Total;New light goods vehicles;4289.0
Slovenia;2000;Annual;Total;New light goods vehicles;4275.0
Slovenia;2002;Annual;Total;New light goods vehicles;4294.0
Slovenia;1998;Annual;Petrol;New passenger cars;64721.0
Slovenia;1999;Annual;Petrol;New passenger cars;73437.0
Slovenia;2013;Annual;Petrol;New passenger cars;23942.0
Slovenia;2014;Annual;Petrol;New passenger cars;23916.0
Sweden;2000;Annual;Petrol;New road tractors;0.0
Sweden;2001;Annual;Petrol;New road tractors;0.0
Sweden;2004;Annual;Petrol;New road tractors;0.0
Sweden;2007;Annual;Petrol;New road tractors;1.0
Sweden;2008;Annual;Petrol;New road tractors;4.0
Sweden;2011;Annual;Petrol;New road tractors;0.0
Sweden;2015;Annual;Petrol;New road tractors;0.0
Sweden;2015;Annual;- Hybrid electric-petrol;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2016;Annual;- Hybrid electric-petrol;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2017;Annual;- Hybrid electric-petrol;New passenger cars;18380.0
Slovenia;2012;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Slovenia;2013;Annual;Petrol;New motor coaches, buses and trolley buses;1.0
Slovenia;2016;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Slovenia;1993;Annual;Petrol;New light goods vehicles;861.0
Slovenia;1997;Annual;Petrol;New light goods vehicles;548.0
Slovenia;1999;Annual;Petrol;New light goods vehicles;726.0
Slovenia;2002;Annual;Petrol;New light goods vehicles;625.0
Slovenia;2006;Annual;Petrol;New light goods vehicles;373.0
Slovenia;2011;Annual;Petrol;New road tractors;1.0
Slovenia;2018;Annual;Petrol;New road tractors;0.0
Slovenia;1993;Annual;Diesel;New passenger cars;2004.0
Slovenia;1997;Annual;Diesel;New passenger cars;4856.0
Slovenia;1998;Annual;Diesel;New passenger cars;6167.0
Slovenia;2001;Annual;Diesel;New passenger cars;9061.0
Slovenia;2015;Annual;Diesel;New passenger cars;31031.0
Slovenia;2017;Annual;Diesel;New passenger cars;32410.0
Sweden;2010;Annual;Diesel;New motor coaches, buses and trolley buses;1253.0
Sweden;2015;Annual;Diesel;New motor coaches, buses and trolley buses;876.0
Sweden;2017;Annual;Diesel;New motor coaches, buses and trolley buses;941.0
Sweden;1994;Annual;Diesel;New light goods vehicles;4615.0
Sweden;1996;Annual;Diesel;New light goods vehicles;10873.0
Sweden;1998;Annual;Diesel;New light goods vehicles;24429.0
Sweden;2013;Annual;Diesel;New light goods vehicles;36519.0
Sweden;1999;Annual;Diesel;New road tractors;1000.0
Sweden;2002;Annual;Diesel;New road tractors;783.0
Sweden;2006;Annual;Diesel;New road tractors;1138.0
Sweden;2014;Annual;Diesel;New road tractors;1065.0
Sweden;2017;Annual;- Hybrid electric-diesel;New lorries (vehicle wt over 3500 kg);2.0
Slovenia;1997;Annual;Diesel;New motor coaches, buses and trolley buses;125.0
Slovenia;2000;Annual;Diesel;New motor coaches, buses and trolley buses;123.0
Slovenia;2001;Annual;Diesel;New motor coaches, buses and trolley buses;130.0
